focus,lemma,phrase,meaning_en,contexts_it,register,risk,tags,scenario_prompt,trap,cultural_note,native_sauce,phrase_hint,examples_it,src,tatoeba_it_id
phrase,,Era il volo da Varig.,It was the Varig flight.,Era il volo da Varig.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3482716
phrase,,È il volo da Varig.,It is the Varig flight.,È il volo da Varig.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3482718
phrase,,John è all'aeroporto.,John is at the airport.,John è all'aeroporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3484961
phrase,,"Nei tempi antichi, gli uomini si vendevano al Diavolo per acquisire poteri magici. Al giorno d'oggi acquisiscono tali poteri dalla scienza, e si trovano costretti a diventare diavoli.","In former days, men sold themselves to the Devil to acquire magical powers. Nowadays they acquire those powers from science, and find themselves compelled to become devils.","Nei tempi antichi, gli uomini si vendevano al Diavolo per acquisire poteri magici. Al giorno d'oggi acquisiscono tali poteri dalla scienza, e si trovano costretti a diventare diavoli.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3487541
phrase,,"Nei tempi antichi, gli uomini si vendevano al Diavolo per acquisire poteri magici. Al giorno d'oggi acquisiscono tali poteri dalla scienza, e si trovano costretti a diventare demoni.","In former days, men sold themselves to the Devil to acquire magical powers. Nowadays they acquire those powers from science, and find themselves compelled to become devils.","Nei tempi antichi, gli uomini si vendevano al Diavolo per acquisire poteri magici. Al giorno d'oggi acquisiscono tali poteri dalla scienza, e si trovano costretti a diventare demoni.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3487543
phrase,,Il gattino stava bevendo del latte sotto il tavolo.,The kitten was drinking milk under the table.,Il gattino stava bevendo del latte sotto il tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3488535
phrase,,Il diavolo ha più di dodici apostoli.,The devil has more than twelve apostles.,Il diavolo ha più di dodici apostoli.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3490920
phrase,,Pagate alla cassa.,Pay at the cash register.,Pagate alla cassa.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3491026
phrase,,"Partendo dal golfo di Otranto eravamo in trenta, però all'arrivo a Cadiz eravamo in dieci.","When leaving from the gulf of Otranto, we were thirty; but when arriving in Cadiz, we were ten.","Partendo dal golfo di Otranto eravamo in trenta, però all'arrivo a Cadiz eravamo in dieci.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3491207
phrase,,"Partendo dal golfo di Otranto noi eravamo in trenta, però all'arrivo a Cadiz eravamo in dieci.","When leaving from the gulf of Otranto, we were thirty; but when arriving in Cadiz, we were ten.","Partendo dal golfo di Otranto noi eravamo in trenta, però all'arrivo a Cadiz eravamo in dieci.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3491208
phrase,,È sempre in ritardo.,He's always late.,È sempre in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3495580
phrase,,Sarai di nuovo in ritardo per la scuola.,You're going to be late for school again.,Sarai di nuovo in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3497144
phrase,,Tu sarai di nuovo in ritardo per la scuola.,You're going to be late for school again.,Tu sarai di nuovo in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3497145
phrase,,Sarà di nuovo in ritardo per la scuola.,You're going to be late for school again.,Sarà di nuovo in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3497146
phrase,,Lei sarà di nuovo in ritardo per la scuola.,You're going to be late for school again.,Lei sarà di nuovo in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3497147
phrase,,Sarete di nuovo in ritardo per la scuola.,You're going to be late for school again.,Sarete di nuovo in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3497148
phrase,,Voi sarete di nuovo in ritardo per la scuola.,You're going to be late for school again.,Voi sarete di nuovo in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3497149
phrase,,"Nostra sorella ha comprato alcune melanzane, delle patate, delle zucchine e del cavolo cinese al mercato.","Our sister bought some eggplants, potatoes, zucchinis and Chinese cabbage at the market.","Nostra sorella ha comprato alcune melanzane, delle patate, delle zucchine e del cavolo cinese al mercato.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3500289
phrase,,"Può essere una bugia il fatto che i giovani sono fatti per credere di poter fare ciò che vogliono; non ottenere nulla; diventare qualsiasi cosa, perché, per definizione, non possiamo essere tutti straordinari. Tuttavia, può essere produttivo instillare nei bambini la speranza e la volontà di cercare di diventare il loro meglio.","It may be a lie that the young are made to believe they can do anything they like; achieve anything; become anything, because by definition we cannot all be extraordinary. Yet, it may be productive to instill in children the hope and will to strive to become their best.","Può essere una bugia il fatto che i giovani sono fatti per credere di poter fare ciò che vogliono; non ottenere nulla; diventare qualsiasi cosa, perché, per definizione, non possiamo essere tutti straordinari. Tuttavia, può essere produttivo instillare nei bambini la speranza e la volontà di cercare di diventare il loro meglio.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501125
phrase,,Non arrivare in ritardo al lavoro.,Don't be late for work.,Non arrivare in ritardo al lavoro.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501529
phrase,,Non arrivate in ritardo al lavoro.,Don't be late for work.,Non arrivate in ritardo al lavoro.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501531
phrase,,Non arrivi in ritardo al lavoro.,Don't be late for work.,Non arrivi in ritardo al lavoro.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501532
phrase,,Tom ha avuto il biglietto gratis.,Tom got the ticket for free.,Tom ha avuto il biglietto gratis.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501762
phrase,,Tom ebbe il biglietto gratis.,Tom got the ticket for free.,Tom ebbe il biglietto gratis.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501763
phrase,,Tom ha avuto il biglietto gratuitamente.,Tom got the ticket for free.,Tom ha avuto il biglietto gratuitamente.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501764
phrase,,Tom ebbe il biglietto gratuitamente.,Tom got the ticket for free.,Tom ebbe il biglietto gratuitamente.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3501765
phrase,,È probabile che Tom sia in ritardo per la cena.,Tom is likely to be late for dinner.,È probabile che Tom sia in ritardo per la cena.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3502403
phrase,,Tom sarà probabilmente in ritardo per la cena.,Tom will probably be late for dinner.,Tom sarà probabilmente in ritardo per la cena.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3502417
phrase,,Tom ha promesso di non essere mai più in ritardo.,Tom has promised never to be late again.,Tom ha promesso di non essere mai più in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3506995
phrase,,Tom era in ritardo di soli tre minuti.,Tom was only three minutes late.,Tom era in ritardo di soli tre minuti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3512154
phrase,,Il mio bagaglio è stato perso.,My luggage got lost.,Il mio bagaglio è stato perso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3512224
phrase,,Tom ha lasciato un biglietto d'addio?,Did Tom leave a suicide note?,Tom ha lasciato un biglietto d'addio?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3512429
phrase,,Tom si è presentato con quindici minuti di ritardo.,Tom showed up 15 minutes late.,Tom si è presentato con quindici minuti di ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3512763
phrase,,Tom si presentò con quindici minuti di ritardo.,Tom showed up 15 minutes late.,Tom si presentò con quindici minuti di ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3512764
phrase,,Il gatto dormì sul tavolo.,The cat slept on the table.,Il gatto dormì sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3518109
phrase,,"Com'è possibile che un essere con tali gioielli sensibili come gli occhi, tali strumenti musicali incantati come le orecchie, e un così favoloso arabesco di nervi come il cervello possa sperimentare in sé qualcosa di meno di un dio?","How is it possible that a being with such sensitive jewels as the eyes, such enchanted musical instruments as the ears, and such fabulous arabesque of nerves as the brain can experience itself anything less than a god?","Com'è possibile che un essere con tali gioielli sensibili come gli occhi, tali strumenti musicali incantati come le orecchie, e un così favoloso arabesco di nervi come il cervello possa sperimentare in sé qualcosa di meno di un dio?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3529797
phrase,,Jessie sedeva all'estremità del tavolo.,Jessie sat at the far end of the table.,Jessie sedeva all'estremità del tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3533026
phrase,,È la ragione per cui ero in ritardo.,That's why I was late.,È la ragione per cui ero in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3534414
phrase,,Quella è la ragione per cui ero in ritardo.,That's why I was late.,Quella è la ragione per cui ero in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3534415
phrase,,Ho mentito contro la mia volontà.,I lied unwillingly.,Ho mentito contro la mia volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3535168
phrase,,Io ho mentito contro la mia volontà.,I lied unwillingly.,Io ho mentito contro la mia volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3535169
phrase,,Mentii contro la mia volontà.,I lied unwillingly.,Mentii contro la mia volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3535170
phrase,,Io mentii contro la mia volontà.,I lied unwillingly.,Io mentii contro la mia volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3535171
phrase,,"Maria, sbrigati, siamo già in ritardo. ""Non sono pronta, lasciatemi tranquilla!""","Mary, hurry up. We're already late. ""I'm not ready. Leave me alone!""","Maria, sbrigati, siamo già in ritardo. ""Non sono pronta, lasciatemi tranquilla!""",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3535938
phrase,,Tom ha messo il suo vassoio del pranzo sul tavolo.,Tom put his lunch tray on the table.,Tom ha messo il suo vassoio del pranzo sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3536733
phrase,,Tom mise il suo vassoio del pranzo sul tavolo.,Tom put his lunch tray on the table.,Tom mise il suo vassoio del pranzo sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3536734
phrase,,Tom è un pompiere volontario.,Tom is a volunteer fireman.,Tom è un pompiere volontario.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3537146
phrase,,La tovaglia sul nostro tavolo del soggiorno è bianca.,The tablecloth on our dining room table is white.,La tovaglia sul nostro tavolo del soggiorno è bianca.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3537778
phrase,,Al cameriere ossequioso viene solitamente assegnato il tavolo migliore perché cerca sempre di ingraziarsi il suo manager e i suoi superiori.,The obsequious waiter is usually assigned the best table because he always curries favor with his manager and superiors.,Al cameriere ossequioso viene solitamente assegnato il tavolo migliore perché cerca sempre di ingraziarsi il suo manager e i suoi superiori.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3537857
phrase,,Sbrigatevi o non lo raggiungerete.,"Hurry up, or you won't catch up with him.",Sbrigatevi o non lo raggiungerete.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3537923
phrase,,La polizia vi ha già interrogate?,Have the police questioned you yet?,La polizia vi ha già interrogate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3538253
phrase,,"Ci possono essere ladri, falsari, pervertiti o assassini nei social network. Per la propria sicurezza, non si dovrebbe credere loro.","There may be thieves, fakers, perverts or killers in social networks. For your security, you shouldn't believe them.","Ci possono essere ladri, falsari, pervertiti o assassini nei social network. Per la propria sicurezza, non si dovrebbe credere loro.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3538957
phrase,,Siamo in ritardo per colpa tua.,We're late because of you.,Siamo in ritardo per colpa tua.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3539173
phrase,,Noi siamo in ritardo per colpa tua.,We're late because of you.,Noi siamo in ritardo per colpa tua.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3539174
phrase,,Siamo in ritardo per colpa sua.,We're late because of you.,Siamo in ritardo per colpa sua.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3539175
phrase,,Noi siamo in ritardo per colpa sua.,We're late because of you.,Noi siamo in ritardo per colpa sua.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3539176
phrase,,Siamo in ritardo per colpa vostra.,We're late because of you.,Siamo in ritardo per colpa vostra.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3539177
phrase,,Noi siamo in ritardo per colpa vostra.,We're late because of you.,Noi siamo in ritardo per colpa vostra.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3539178
phrase,,Il denaro sul tavolo non è mio.,The money on the table isn't mine.,Il denaro sul tavolo non è mio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3541079
phrase,,I soldi sul tavolo non sono miei.,The money on the table isn't mine.,I soldi sul tavolo non sono miei.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3541081
phrase,,Ho messo la mia valigia nel bagagliaio.,I put my suitcase in the trunk.,Ho messo la mia valigia nel bagagliaio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3541188
phrase,,Io ho messo la mia valigia nel bagagliaio.,I put my suitcase in the trunk.,Io ho messo la mia valigia nel bagagliaio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3541189
phrase,,Potrei essere in ritardo per la cena.,I might be late for dinner.,Potrei essere in ritardo per la cena.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3542741
phrase,,Io potrei essere in ritardo per la cena.,I might be late for dinner.,Io potrei essere in ritardo per la cena.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3542742
phrase,,È chiaro che il passaporto è un falso.,It's clear that the passport is a forgery.,È chiaro che il passaporto è un falso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3546730
phrase,,Il treno era in ritardo stamattina.,The train was late this morning.,Il treno era in ritardo stamattina.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3546805
phrase,,Il treno era in ritardo questa mattina.,The train was late this morning.,Il treno era in ritardo questa mattina.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3546806
phrase,,Tom ha fatto del volontariato per aiutare a raccogliere soldi per un nuovo orfanotrofio.,Tom volunteered to help raise money for a new orphanage.,Tom ha fatto del volontariato per aiutare a raccogliere soldi per un nuovo orfanotrofio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3546825
phrase,,Tom fece del volontariato per aiutare a raccogliere soldi per un nuovo orfanotrofio.,Tom volunteered to help raise money for a new orphanage.,Tom fece del volontariato per aiutare a raccogliere soldi per un nuovo orfanotrofio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3546826
phrase,,Penso che Tom sia malevolo.,I think Tom is nasty.,Penso che Tom sia malevolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3547751
phrase,,Io penso che Tom sia malevolo.,I think Tom is nasty.,Io penso che Tom sia malevolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3547752
phrase,,"Tom è molto in ritardo, vero?","Tom is very late, isn't he?","Tom è molto in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3554756
phrase,,Sarai di nuovo in ritardo.,You're going to be late again.,Sarai di nuovo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3557251
phrase,,Sarà di nuovo in ritardo.,You're going to be late again.,Sarà di nuovo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3557252
phrase,,Sarete di nuovo in ritardo.,You're going to be late again.,Sarete di nuovo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3557253
phrase,,Tom si è scusato per essere in ritardo.,Tom apologized for being late.,Tom si è scusato per essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3564823
phrase,,Tom si scusò per essere in ritardo.,Tom apologized for being late.,Tom si scusò per essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3564824
phrase,,Mi piacciono tutte le verdure tranne il cavolo.,I like all vegetables except cabbage.,Mi piacciono tutte le verdure tranne il cavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3569881
phrase,,A me piacciono tutte le verdure tranne il cavolo.,I like all vegetables except cabbage.,A me piacciono tutte le verdure tranne il cavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3569882
phrase,,C'è un volo in mattinata?,Is there a flight in the morning?,C'è un volo in mattinata?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3571868
phrase,,Pensavo avessi già un biglietto.,I thought you already had a ticket.,Pensavo avessi già un biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3573896
phrase,,Pensavo avesse già un biglietto.,I thought you already had a ticket.,Pensavo avesse già un biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3573897
phrase,,Pensavo aveste già un biglietto.,I thought you already had a ticket.,Pensavo aveste già un biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3573898
phrase,,In stazione ho avuto molte difficoltà a trovare il mio biglietto.,"At the station, I had the hardest time finding my ticket.",In stazione ho avuto molte difficoltà a trovare il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3574628
phrase,,"Non sarai in ritardo, vero?","You won't be late, will you?","Non sarai in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3585189
phrase,,"Tu non sarai in ritardo, vero?","You won't be late, will you?","Tu non sarai in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3585190
phrase,,"Non sarà in ritardo, vero?","He won't be late, will he?","Non sarà in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3585192
phrase,,"Lei non sarà in ritardo, vero?","You won't be late, will you?","Lei non sarà in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3585193
phrase,,"Non sarete in ritardo, vero?","You won't be late, will you?","Non sarete in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3585194
phrase,,"Voi non sarete in ritardo, vero?","You won't be late, will you?","Voi non sarete in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3585195
phrase,,Avanti! Saremo in ritardo.,Come on! We'll be late.,Avanti! Saremo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3589415
phrase,,Non essere in ritardo per la scuola.,Don't be late for school.,Non essere in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3589676
phrase,,Non sia in ritardo per la scuola.,Don't be late for school.,Non sia in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3589677
phrase,,Non siate in ritardo per la scuola.,Don't be late for school.,Non siate in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3589679
phrase,,Posso mostrarti i documenti.,I can show the documents to you.,Posso mostrarti i documenti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3591304
phrase,,Posso mostrarvi i documenti.,I can show the documents to you.,Posso mostrarvi i documenti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3591306
phrase,,Posso mostrarle i documenti.,I can show the documents to you.,Posso mostrarle i documenti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3591307
phrase,,Hai comprato un biglietto di andata e ritorno?,Did you buy a round-trip ticket?,Hai comprato un biglietto di andata e ritorno?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3591929
phrase,,Ha comprato un biglietto di andata e ritorno?,Did you buy a round-trip ticket?,Ha comprato un biglietto di andata e ritorno?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3591931
phrase,,Avete comprato un biglietto di andata e ritorno?,Did you buy a round-trip ticket?,Avete comprato un biglietto di andata e ritorno?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3591932
phrase,,Perché eri in ritardo?,Why were you late?,Perché eri in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3595807
phrase,,Perché era in ritardo?,Why were you late?,Perché era in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3595808
phrase,,Perché eravate in ritardo?,Why were you late?,Perché eravate in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3595809
phrase,,È una questione di sicurezza nazionale.,It's a matter of national security.,È una questione di sicurezza nazionale.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3597005
phrase,,Un tavolo ha quattro gambe.,A table has four legs.,Un tavolo ha quattro gambe.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3608434
phrase,,La mia casa è stata svaligiata mentre ero via.,My house was robbed while I was away.,La mia casa è stata svaligiata mentre ero via.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3611887
phrase,,La mia casa è stata svaligiata mentre io ero via.,My house was robbed while I was away.,La mia casa è stata svaligiata mentre io ero via.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3611888
phrase,,Casa mia è stata svaligiata mentre ero via.,My house was robbed while I was away.,Casa mia è stata svaligiata mentre ero via.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3611889
phrase,,Casa mia è stata svaligiata mentre io ero via.,My house was robbed while I was away.,Casa mia è stata svaligiata mentre io ero via.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3611890
phrase,,Era nuvoloso quella sera.,It was cloudy that night.,Era nuvoloso quella sera.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3621407
phrase,,Era nuvoloso quella notte.,It was cloudy that night.,Era nuvoloso quella notte.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3621408
phrase,,Il telefono blu è sul tavolo.,The blue phone is on the table.,Il telefono blu è sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3625664
phrase,,I soldi sul tavolo non sono i miei.,The money on the table isn't mine.,I soldi sul tavolo non sono i miei.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3635607
phrase,,Controlli il suo ordine.,Check your order.,Controlli il suo ordine.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3637640
phrase,,Ho detto a Tom che saremmo stati in ritardo.,I told Tom we'd be late.,Ho detto a Tom che saremmo stati in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3638473
phrase,,Ho detto a Tom che saremmo state in ritardo.,I told Tom we'd be late.,Ho detto a Tom che saremmo state in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3638474
phrase,,Sto giocando a pallavolo ora.,I am playing volleyball now.,Sto giocando a pallavolo ora.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3642696
phrase,,Io sto giocando a pallavolo ora.,I am playing volleyball now.,Io sto giocando a pallavolo ora.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3642697
phrase,,Sto giocando a pallavolo adesso.,I am playing volleyball now.,Sto giocando a pallavolo adesso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3642698
phrase,,Io sto giocando a pallavolo adesso.,I am playing volleyball now.,Io sto giocando a pallavolo adesso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3642699
phrase,,L'ho lasciato sul tavolo.,I left it on the table.,L'ho lasciato sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3643534
phrase,,L'ho lasciata sul tavolo.,I left it on the table.,L'ho lasciata sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3643535
phrase,,Ho perso il mio biglietto.,I've lost my ticket.,Ho perso il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3643887
phrase,,Io ho perso il mio biglietto.,I've lost my ticket.,Io ho perso il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3643888
phrase,,"Migliaia di risorse di dati importanti del governo sono stati pubblicati in forma ""leggibile da una macchina"" per l'accesso gratuito del pubblico sul sito web Data.gov, e vanno dai dati meteo alle classificazioni di sicurezza stradale e al costo delle procedure sanitarie.","Thousands of major government data resources have been posted in ""machine-readable"" form for free public access on the Data.gov website, and range from weather data to car safety ratings to the cost of healthcare procedures.","Migliaia di risorse di dati importanti del governo sono stati pubblicati in forma ""leggibile da una macchina"" per l'accesso gratuito del pubblico sul sito web Data.gov, e vanno dai dati meteo alle classificazioni di sicurezza stradale e al costo delle procedure sanitarie.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3652845
phrase,,Conta poco se siamo in ritardo.,It matters little if we are late.,Conta poco se siamo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3653616
